absolutely right tara rt AT_USER don't ever save anything for a special occasion. being alive is the special occasion.	E
AT_USER weet ik niet raymond. auto wel gevonden.	E
AT_USER super! where can we see the video? i want to start rehearsing :-)	E
AT_USER wie sagen ich das jetz...... ist hier eine........ mordfall gepleegd werden? ;-)	E
london grammar - darling are you gonna leave me 💕	I
AT_USER jaaaa! :)	I
AT_USER i'll tell you what was worse afterwards. it's only the 2nd day today, so no clue ;-)	E
AT_USER hoi rené, ik ben er op de persdag. ik mail je! en ga je ook naar de kcj?	E
AT_USER aha! ik zag alleen een doos. :-)	E
AT_USER thanks jolijn! you rock :)	E
antwerpse mas in top-14 mooiste musea ter wereld URL	E
night zwalking! URL	E
AT_USER grappig! ik had exact dezelfde droom ;-)	E
AT_USER dank voor de rt sjaak!	E
getting very curious now to see the AT_USER video... htrophy	E
throwbackthursday met een handmade trebuchet in 2003 naar een schiet-terrein. URL	E
AT_USER ik kom naar de bieb. ben je er morgen?	E
is er iets?" "n-nee" zeg dan gewoon ja....	I
breakfast meeting with flemish pm kris peeters at jumeirah hotel usmission	E
you can't just throw me away	I
engelengeduld flink op de proef gesteld met website en cms van gemeente. maar de aanhouder wint met omzeilen! :-)	E
héél héél erg onder de indruk van interstellar wauw wat een film! URL	E
twitter droomt ook... 7x dezelfde tweet geplaatst. bijzonder.	E
AT_USER real time weerinfo via de webcams op bornholm? zie: URL	E
AT_USER houd je hoofd koel jan en veel plezier op caravana!	E
mijn docent zei net dat ie wel zou willen dat ik nu les van 'm had. ik ben de perfecte leerling.	I
videogames live in de hmh! streetfighter2 turbo alpha hyper URL	E
het is droog! kampeerdagen (@ anwb kampeerdagen w/ 3 others) URL	E
AT_USER ben met de buzzcamper! ;-)	E
AT_USER AT_USER axe effect? knuffelbeer? iets anders kan ik niet bedenken ... ah wacht, toch wel: lederhosen! *lol*	E
how could a heart like yours ever love a heart like mine?	I
gezien in rome. mooi! URL	E
AT_USER jazeker: URL	E
domaine des yves aan het drinken. en 't is nog lekker ook cotesdurhone	E
ik ben nu iets minder trots want ik kan er niks van.	I
AT_USER thx & happy easter julian! we're off camping. how about you?	E
AT_USER ik ben zo blij dat we samen blij zijn	I
AT_USER zo, diepe uitspraak voor de vrijdagavond... miauw	E
AT_USER AT_USER zit nu bij 750, ik denk dat ik even doorknal ipv instructie voor hulp. nog even geduld. :-)	E
tower of orthanc URL	E
logeerpartijtje 🎉	I
why did they give me a placard for my bday with b.i.t.e.: blonde intelligente très enervée?	E
zojuist bij oude toneelvereniging wezen kijken. wat een leuk stuk zeg! grote klasse van de nieuwe regisseur!	E
